,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1700191,I-200-20345-950241,Certified,2020-12-17,Mechanical Engineers,"Engineering Services, Inc",Livonia,California,67850.0,Michigan,10034113.0
1700192,I-200-20345-949762,Certified,2020-12-17,Mechanical Engineers,General Motors Company,Warren,California,97261.0,Michigan,10034113.0
1700193,I-200-20345-950127,Certified,2020-12-17,"Software Developers, Applications","Ntt Data, Inc.",San Francisco,California,169562.0,California,39029342.0
1700194,I-200-20345-950486,Certified,2020-12-17,Accountants And Auditors,Kpmg Llp,Stamford,California,107952.0,Connecticut,3626205.0
1700195,I-200-20346-952007,Certified,2020-12-17,"Software Developers, Systems Software","Cisco Systems, Inc.",San Jose,California,120578.0,California,39029342.0
1700196,I-200-20345-948805,Certified,2020-12-17,"Software Developers, Systems Software","Veoneer System Software, Inc.",Novi,California,95160.0,Michigan,10034113.0
1700197,I-200-20345-950939,Certified,2020-12-17,"Software Developers, Systems Software","Csaa Insurance Services, Inc.",Glendale,California,83637.0,Arizona,7359197.0
1700198,I-200-20345-950304,Certified,2020-12-17,"Elementary School Teachers, Except Special Education",Houston Independent School District,Houston,California,51350.0,Texas,30029572.0
1700199,I-200-20345-949918,Certified,2020-12-17,"Software Developers, Applications","American Express Travel Related Services Company, Inc.",Phoenix,California,101109.0,Arizona,7359197.0
1700200,I-200-20345-948729,Certified,2020-12-17,Statisticians,Adaptimmune Llc,Philadelphia,California,117416.0,Pennsylvania,12972008.0
1700201,I-200-20345-951547,Certified,2020-12-17,Computer Systems Engineers/Architects,Eclerx Llc,Austin,California,102606.0,Texas,30029572.0
1700202,I-200-20346-952136,Certified,2020-12-17,"Software Developers, Systems Software","Cisco Systems, Inc.",San Jose,California,120578.0,California,39029342.0
1700203,I-200-20345-951367,Certified,2020-12-17,Industrial Engineers,"Premier Glass Usa, Llc",Park Hills,California,81120.0,Missouri,6177957.0
1700204,I-200-20345-949102,Certified,2020-12-17,"Software Developers, Applications","Thomson Reuters (Tax & Accounting), Inc.",Carrollton,California,127150.0,Texas,30029572.0
1700205,I-200-20345-949207,Certified,2020-12-17,"Medical Scientists, Except Epidemiologists",University Of Pittsburgh,Pittsburgh,California,43784.0,Pennsylvania,12972008.0
1700206,I-200-20345-950680,Certified,2020-12-17,Logistics Managers,Amazon.com Services Llc,Edwardsville,California,83075.0,Illinois,12582032.0
1700207,I-200-20346-951865,Certified,2020-12-17,"Electronics Engineers, Except Computer","Kioxia America, Inc.",Folsom,California,91021.0,California,39029342.0
1700208,I-200-20345-951799,Certified,2020-12-17,Management Analysts,Octahedron Llc,Minneapolis,California,108472.0,Minnesota,5717184.0
1700209,I-200-20346-951829,Certified,2020-12-17,"Software Developers, Applications","Zions Bancorporation, N.a.",Round Rock,California,124550.0,Texas,30029572.0
1700210,I-200-20345-951319,Certified,2020-12-17,"Software Developers, Applications","Salesforce.com, Inc.",Indianapolis,California,93371.0,Indiana,6833037.0
1700211,I-200-20345-948514,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Redmond,California,92102.0,Washington,7785786.0
1700212,I-200-20345-951773,Certified,2020-12-17,"Software Developers, Systems Software","Smith & Nephew, Inc.",Pittsburgh,California,95264.0,Pennsylvania,12972008.0
1700213,I-200-20345-949184,Certified,2020-12-17,Information Security Analysts,"Citibank, N.a.",Irving,California,94723.0,Texas,30029572.0
1700214,I-200-20345-949794,Certified,2020-12-17,"Software Developers, Applications","Alixpartners, Llp",Houston,California,123323.0,Texas,30029572.0
1700215,I-200-20345-951638,Certified,2020-12-17,"Electronics Engineers, Except Computer","Western Digital Technologies, Inc.",San Jose,California,117291.0,California,39029342.0
1700216,I-200-20345-950514,Certified,2020-12-17,"Special Education Teachers, Kindergarten And Elementary School",Houston Independent School District,Houston,California,54980.0,Texas,30029572.0
1700217,I-200-20345-950330,Certified,2020-12-17,"Biological Scientists, All Other","Natera, Inc.",San Carlos,California,128794.0,California,39029342.0
1700218,I-200-20345-951221,Certified,2020-12-17,Bioinformatics Scientists,Ut Southwestern Medical Center,Dallas,California,50211.0,Texas,30029572.0
1700219,I-200-20345-948708,Certified,2020-12-17,Credit Analysts,Goldman Sachs Bank Usa,New York,California,120848.0,New York,19677151.0
1700220,I-200-20345-949182,Certified,2020-12-17,Computer Systems Analysts,Ubs Business Solutions Us Llc,New York,California,114067.0,New York,19677151.0
1700221,I-200-20345-950082,Certified,2020-12-17,Electrical Engineers,General Motors Company,Milford,California,81827.0,Michigan,10034113.0
1700222,I-200-20345-949764,Certified,2020-12-17,"Software Developers, Applications",City Of Philadelphia,Philadelphia,California,105851.0,Pennsylvania,12972008.0
1700223,I-200-20345-951613,Certified,2020-12-17,Biochemists And Biophysicists,"Ambiopharm, Inc.",North Augusta,California,87298.0,South Carolina,5282634.0
1700224,I-200-20345-951658,Certified,2020-12-17,Validation Engineers,"Tesla, Inc.",Fremont,California,114896.0,California,39029342.0
1700225,I-200-20345-948494,Certified,2020-12-17,Biochemists And Biophysicists,Duke University,Durham,California,51334.0,North Carolina,10698973.0
1700226,I-200-20345-950831,Certified,2020-12-17,Business Intelligence Analysts,Barclays Services Llc,Henderson,California,90210.0,Nevada,3177772.0
1700227,I-200-20345-948935,Certified,2020-12-17,"Software Developers, Applications",Cigna Health & Life Insurance Company,Windsor,California,117021.0,Connecticut,3626205.0
1700228,I-200-20345-949937,Certified,2020-12-17,"Software Developers, Systems Software",Amazon Web Services Inc,Atlanta,California,85842.0,Georgia,10912876.0
1700229,I-200-20345-948452,Certified,2020-12-17,"Software Developers, Applications",Microsoft Corporation,Chicago,California,71074.0,Illinois,12582032.0
1700230,I-200-20345-951490,Certified,2020-12-17,"Software Developers, Applications",Vmware Inc.,Palo Alto,California,170872.0,California,39029342.0
1700231,I-200-20345-951740,Certified,2020-12-17,"Software Developers, Applications",Google Llc,Mountain View,California,145725.0,California,39029342.0
1700232,I-200-20345-948797,Certified,2020-12-17,"Software Developers, Systems Software","Amazon Web Services, Inc.",Herndon,California,97406.0,Virginia,8683619.0
1700233,I-200-20345-948691,Certified,2020-12-17,Electrical Engineers,Enersys Delaware Inc.,Reading,California,92206.0,Pennsylvania,12972008.0
1700234,I-200-20345-950118,Certified,2020-12-17,"Biological Scientists, All Other",Mayo Clinic,Lexington,California,70741.0,Kentucky,4512310.0
1700235,I-200-20345-948195,Certified,2020-12-17,"Software Developers, Applications",Ernst & Young U.s. Llp,Philadelphia,California,105851.0,Pennsylvania,12972008.0
1700236,I-200-20345-949069,Certified,2020-12-17,Database Architects,"Kelly Services, Inc.",Newport News,California,77522.0,Virginia,8683619.0
1700237,I-200-20345-948627,Certified,2020-12-17,Computer And Information Systems Managers,"Optimuss, Inc.",Sterling,California,174595.0,Virginia,8683619.0
1700238,I-200-20345-951693,Certified,2020-12-17,Lawyers,Sony Interactive Entertainment Llc,San Mateo,California,233938.0,California,39029342.0
1700239,I-200-20345-949505,Certified,2020-12-17,Biological Technicians,Memorial Sloan Kettering Cancer Center,New York,California,52062.0,New York,19677151.0
1700240,I-200-20345-951011,Certified,2020-12-17,"Software Developers, Applications",Steris Corporation,Mentor,California,87006.0,Ohio,11756058.0
1700241,I-200-20346-952110,Certified,2020-12-17,"Software Developers, Applications",Globallogic Inc.,Austin,California,106080.0,Texas,30029572.0
1700242,I-200-20345-949321,Certified,2020-12-17,"Software Developers, Applications","Illumina, Inc.",Foster City,California,145246.0,California,39029342.0
1700243,I-200-20345-948509,Certified,2020-12-17,Biochemists And Biophysicists,"Duke University, Duke Visa Services",Durham,California,40768.0,North Carolina,10698973.0
1700244,I-200-20345-948610,Certified,2020-12-17,Information Technology Project Managers,"Optimuss, Inc.",Sterling,California,134722.0,Virginia,8683619.0
1700245,I-200-20345-949092,Certified,2020-12-17,Computer And Information Systems Managers,Deloitte Consulting Llp,Mechanicsburg,California,95763.0,Pennsylvania,12972008.0
1700246,I-200-20345-948278,Certified,2020-12-17,Accountants And Auditors,Ernst & Young U.s. Llp,Miami,California,62421.0,Florida,22244823.0
1700247,I-200-20345-948799,Certified,2020-12-17,"Software Developers, Applications",Onetrust Llc,Sandy Springs,California,103501.0,Georgia,10912876.0
1700248,I-200-20345-951762,Certified,2020-12-17,Electrical Engineers,Chargebee Inc.,Sunnyvale,California,163322.0,California,39029342.0
1700249,I-200-20345-949061,Certified,2020-12-17,"Electronics Engineers, Except Computer","Monolithic Power Systems, Inc.",San Jose,California,141669.0,California,39029342.0
1700250,I-200-20345-949653,Certified,2020-12-17,Database Administrators,"Ntt Data, Inc.",Andover,California,110525.0,Massachusetts,6981974.0
1700251,I-200-20345-951446,Certified,2020-12-17,Management Analysts,"Mckinsey & Company, Inc. United States",Redwood City,California,138341.0,California,39029342.0
1700252,I-200-20345-949127,Certified,2020-12-17,"Software Developers, Applications","Ice Data Analytics, Llc",Los Angeles,California,142667.0,California,39029342.0
1700253,I-200-20345-949191,Certified,2020-12-17,"Biological Scientists, All Other",Howard Hughes Medical Institute,Ashburn,California,66664.0,Virginia,8683619.0
1700254,I-200-20345-949220,Certified,2020-12-17,Network And Computer Systems Administrators,"Exlservice.com, Llc",Jersey City,California,105061.0,New Jersey,9261699.0
1700255,I-200-20345-949237,Certified,2020-12-17,"Securities, Commodities, And Financial Services Sales Agents","Pacific Investment Management Company, Llc",Newport Beach,California,93226.0,California,39029342.0
1700256,I-200-20345-950855,Certified,2020-12-17,"Software Developers, Applications","Capital One Services, Llc",Chicago,California,87838.0,Illinois,12582032.0
1700257,I-200-20345-948397,Certified,2020-12-17,Software Quality Assurance Engineers And Testers,Open Text Inc.,Gaithersburg,California,116147.0,Maryland,6164660.0
1700258,I-200-20345-950721,Certified,2020-12-17,"Software Developers, Applications",Techmorgonite Software Solutions Llc,Gwynn Oak,California,94037.0,Maryland,6164660.0
1700259,I-200-20345-949768,Certified,2020-12-17,"Software Developers, Applications",Bloomberg L.p.,Princeton,California,107162.0,New Jersey,9261699.0
1700260,I-200-20345-949281,Certified,2020-12-17,Medical And Health Services Managers,"Total Toxicology Labs, Llc",Southfield,California,86091.0,Michigan,10034113.0
1700261,I-200-20345-951565,Certified,2020-12-17,Computer And Information Systems Managers,"Apixio, Inc.",San Mateo,California,166754.0,California,39029342.0
1700262,I-200-20345-950628,Certified,2020-12-17,"Software Developers, Systems Software",Seer Solutions Inc,Fayetteville,California,85842.0,Georgia,10912876.0
1700263,I-200-20345-948820,Certified,2020-12-17,"Software Developers, Systems Software",Leading Edge Technologies Llc,Minneapolis,California,88712.0,Minnesota,5717184.0
1700264,I-200-20345-950526,Certified,2020-12-17,Architectural And Engineering Managers,"Molex, Llc",Lisle,California,100547.0,Illinois,12582032.0
1700265,I-200-20345-950244,Certified,2020-12-17,Financial Quantitative Analysts,"Intelagile, Llc",Washington,California,83886.0,District of Columbia,671803.0
1700266,I-200-20345-950459,Certified,2020-12-17,Financial Quantitative Analysts,Etrade Financial Corporation,Arlington,California,103792.0,Virginia,8683619.0
1700267,I-200-20345-951512,Certified,2020-12-17,"Software Developers, Applications",Lpl Financial Llc,Fort Mill,California,122616.0,South Carolina,5282634.0
1700268,I-200-20345-949295,Certified,2020-12-17,"Physicians And Surgeons, All Other",Memorial Sloan Kettering Cancer Center,New York,California,59946.0,New York,19677151.0
1700269,I-200-20345-949087,Certified,2020-12-17,"Electronics Engineers, Except Computer",Cirrus Logic International Semiconductor Ltd.,Austin,California,155438.0,Texas,30029572.0
1700270,I-200-20346-952166,Certified,2020-12-17,Electrical Engineers,"Dack Consulting Solutions, Inc.",White Plains,California,95368.0,New York,19677151.0
1700271,I-200-20345-951274,Certified,2020-12-17,Logistics Engineers,Amazon.com Services Llc,Seattle,California,77106.0,Washington,7785786.0
1700272,I-200-20345-950685,Certified,2020-12-17,"Software Developers, Systems Software, Non R&D",The Children's Mercy Hospital,Kansas City,California,70450.0,Missouri,6177957.0
1700273,I-200-20345-950501,Certified,2020-12-17,"Software Developers, Applications",Amsys Innovative Solutions Llc,Houston,California,73362.0,Texas,30029572.0
1700274,I-200-20345-949980,Certified,2020-12-17,"Secondary School Teachers, Except Special And Career/Technical Education",Houston Independent School District,Houston,California,64420.0,Texas,30029572.0
1700275,I-200-20345-949449,Certified,2020-12-17,"Software Developers, Applications","Salesforce.com, Inc.",Dallas,California,93558.0,Texas,30029572.0
1700276,I-200-20345-949368,Certified,2020-12-17,Industrial Engineers,Apple Inc.,Cupertino,California,142979.0,California,39029342.0
1700277,I-200-20345-951171,Certified,2020-12-17,"Software Developers, Applications","Rsm Technology Solutions, Inc.",Chandler,California,83637.0,Arizona,7359197.0
1700278,I-200-20345-949611,Certified,2020-12-17,"Software Developers, Applications","Indus Valley Consultants, Inc.",Rolling Meadows,California,87838.0,Illinois,12582032.0
1700279,I-200-20345-951796,Certified,2020-12-17,"Software Developers, Applications",Connectedx Inc.,Plano,California,93558.0,Texas,30029572.0
1700280,I-200-20345-950774,Certified,2020-12-17,"Software Developers, Applications",Software Global Ltd.,Austin,California,87589.0,Texas,30029572.0
1700281,I-200-20345-951747,Certified,2020-12-17,"Software Developers, Applications","Lanco Global Systems, Inc.",Cary,California,91291.0,North Carolina,10698973.0
1700282,I-200-20345-949614,Certified,2020-12-17,"Software Developers, Applications","Indus Valley Consultants, Inc.",Phoenix,California,83637.0,Arizona,7359197.0
1700283,I-200-20346-951850,Certified,2020-12-17,"Software Developers, Systems Software","Lavsun Technologies, Inc.",Duluth,California,85842.0,Georgia,10912876.0
1700284,I-200-20346-954810,Certified,2020-12-18,Software Quality Assurance Engineers And Testers,Ust Global Inc,Woodland Hills,California,67205.0,California,39029342.0
1700285,I-200-20346-952524,Certified,2020-12-18,Computer Systems Analysts,Wipro Limited,Sunnyvale,California,101587.0,California,39029342.0
1700286,I-200-20346-952376,Certified,2020-12-18,Information Technology Project Managers,"Hcl America, Inc.",Redmond,California,117125.0,Washington,7785786.0
1700287,I-200-20346-954835,Certified,2020-12-18,"Software Developers, Applications","Global Data Management, Inc.",Jersey City,California,100526.0,New Jersey,9261699.0
